195,67,71
195,70,71
190,69,71
190,69,72
185,65,66
185,65,68
180,70,71
180,66,70
175,68,69
175,66,68
170,66,68
170,68,70
165,66,68
165,66,68
160,64,66
160,65,66
155,64,64
155,63,66
150,64,67
150,64,65
155,62,64
155,64,66
160,64,66
160,64,68
165,66,66
165,68,62
170,64,52
170,64,62
175,68,68
175,70,70
180,68,70
180,69,70
185,70,71
185,71,71
190,70,72
190,71,74
195,71,73
195,72,74
200,73,75
